lineage,clinical_count,clinical_adjusted_pct,clinical_first_detection_date,ww_count_0.01,ww_adjusted_pct_0.01,ww_first_detection_date_0.01,ww_count_0.02,ww_adjusted_pct_0.02,ww_first_detection_date_0.02,ww_count_0.04,ww_adjusted_pct_0.04,ww_first_detection_date_0.04,ww_count_0.08,ww_adjusted_pct_0.08,ww_first_detection_date_0.08,ww_count_0.16,ww_adjusted_pct_0.16,ww_first_detection_date_0.16,ww_count_0.32,ww_adjusted_pct_0.32,ww_first_detection_date_0.32
B.1.1.71,0,0.0,,1,0.00011622042988081058,2023-03-16,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.1.83,0,0.0,,1,9.330333165645489e-05,2023-05-22,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.1.92,0,0.0,,2,0.0001875594722339454,2023-05-22,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.1.99,0,0.0,,1,7.263023325071569e-05,2023-07-02,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.104,0,0.0,,1,0.00011622049612630324,2025-08-04,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.105,0,0.0,,1,0.00021791256076472728,2024-03-10,1,0.00023062851202938772,2024-03-10,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.131,0,0.0,,3,0.0008253121833929694,2023-04-30,1,0.0006784950082789743,2023-04-30,1,0.0007521154116729843,2023-04-30,1,0.0009156330129915526,2023-04-30,0,0.0,,0,0.0,
B.1.134,0,0.0,,1,8.832710273826296e-05,2024-03-10,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.143,0,0.0,,1,0.000217653275906427,2023-04-27,1,0.00023035409700323365,2023-04-27,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.145,0,0.0,,2,0.00017565058626261437,2023-08-02,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.147,0,0.0,,2,0.0003684905529625732,2025-09-03,1,0.00028044458472567036,2025-09-08,1,0.0003108743494332102,2025-09-08,0,0.0,,0,0.0,,0,0.0,
B.1.153,0,0.0,,1,6.691457214336992e-05,2024-03-03,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.179,0,0.0,,2,0.00016387140896592618,2024-01-03,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.180,0,0.0,,1,7.279717189223761e-05,2023-07-02,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.192,0,0.0,,1,0.00010771649598709272,2023-07-02,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.195,0,0.0,,2,0.0001750629887426543,2023-04-27,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.199,0,0.0,,1,0.00011760688179684718,2023-12-04,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.2,0,0.0,,1,0.0009220445142408757,2023-05-15,1,0.0009758489992406789,2023-05-15,1,0.00108173393000527,2023-05-15,1,0.0013169139765169047,2023-05-15,0,0.0,,0,0.0,
